,credit_card_name,card_type,reviews,sentiment
52,standard-chartered-unlimited-cashback-credit-card,Cashback," 'I applied for this card is honestly because of Singsaver’s promotion of getting a free airpods + $20 cashback.   However, it turned out to be the best decision ever!! As I had to use the $20 cashback, I paid using this card for one of my purchases. When I received the e-statement, I noticed I actually received a 5% cashback?! That’s a whole lot of savings right there!! Go apply!!",1
53,standard-chartered-unlimited-cashback-credit-card,Cashback," 'This is one of the most popular reward cards, with no minimum spend. 1.5% cashback on almost all transactions, so there is no need to crack my head to remember the eligible categories for cashback like most other credit cards.",5
54,standard-chartered-unlimited-cashback-credit-card,Cashback," '[Promotions and Perks] Not just getting it as a cashback card, the promotion by SingSaver is giving out free ear buds till 30th June. A very welcoming gift just for signing up.   Sign up is fuss free and easy. Personal information can be extracted by the bank side using MyInfo and the sign up is completed within 15mins.  ",5
55,standard-chartered-unlimited-cashback-credit-card,Cashback," 'It has a very good cashback as compared the others cards,waiver was easy and card approval was pretty fast",4
56,standard-chartered-unlimited-cashback-credit-card,Cashback," ""The best credit card for cashback for people who only wants to keep one credit card!  Even better when you have excess fund to park at UnlimitedSaver account!   Earn cashback from the most transactions!  I earn cashback using this card even for paying my town-council, which doesn't have any tie-up with any credit card!"", '1.5% cashback on almost all spending - except probably payments on AXS, and prepaid account top-ups. There is no minimum spend requirement or other criteria, hence it is the most suitable for those who wants to get a bit of cashback on everything without the hassle. Cashback is automatically credited and used to offset next month bill.",5
57,standard-chartered-unlimited-cashback-credit-card,Cashback, 'The card is my go-to card for most of my purchases as it provides 1.5% cashback for any purchase! Very good and user friendly.,5
58,standard-chartered-unlimited-cashback-credit-card,Cashback, '[Cashback Card] Easy sign up and decent Cashback with no minimum spending!  [Customer Service] Good customer service   [Bill Payment] Easy transfer through SCB app,4
59,standard-chartered-unlimited-cashback-credit-card,Cashback," '[Customer Service] Got live chat, staff replied promptly.  [Cashback Card] 1.5% cashback with no minimum spend. If you are hard to hit the minimum spend this is your best choice.   ",5
60,standard-chartered-unlimited-cashback-credit-card,Cashback," ""Been using this for past year but it's hard to understand the charges and resolving disputes with customer service is a pain in the A, so I don't bother. I'm looking to cancel this since I'm moving over to Citi Cashback Plus card, which is similar to SC Unlimited but with a slightly higher cashback of 1.6% no cap, no min spend and hopefully a better customer service."", ""Couldn't be easier to get set up and quick to get started, unrestricted cashback, spend on whatever you like. strongly recommend it"", 'One of the best cards and easy to sign up! Recommended to friends...the unlimited cashback is just insanely good and awesome!",5
61,standard-chartered-unlimited-cashback-credit-card,Cashback," '[Summary of cashback] Easiest cashback card to understand among all the cashback cards. No restriction on minimum spending, no restriction on what categories that can be spent on only or is applicable for the cashback  [Cashback amount] 1.5% cashback on all purchases made with this SC card, no minimum or maximum expenditur",5
62,standard-chartered-unlimited-cashback-credit-card,Cashback, '[Cashback Card]  [Bill Payment]  [Others]  Been using Standard Chartered Unlimited Cashback Card since early 2019 to collate all my bill ,5
63,standard-chartered-unlimited-cashback-credit-card,Cashback," 'Used to love Standard Charter Unlimited card because it was so fuss free. But, in the past few months, have been using the app to pay and it’s confusing knowing how much to exactly pay unless you check your settlement. Pay the full settlement sum and was still charged interest. Will consider dropping as its troublesome to dispute with CS (for a few dollars). ",1
64,standard-chartered-unlimited-cashback-credit-card,Cashback," 'I have used this as my secondary card for all other non-promo items. It works exceptionally well as a [Cashback Card] , since it gives 1.5% cashback Every month without fail. Though its not a lot, it is better than alot other cards which has a minimum threshold of spending required.  ",5
65,standard-chartered-unlimited-cashback-credit-card,Cashback," 'Convenient & hassle free cashback card, cash back is credited back to bill every month and no need for additional redemptions.",5
66,standard-chartered-unlimited-cashback-credit-card,Cashback, 'Decent card for everyday use with the 1.5% cash back. The online payment for the card is not user friendly. I cannot tell if i had paid and made double payment multiple times. ,3
67,standard-chartered-unlimited-cashback-credit-card,Cashback," '[Bill Payment] Online banking and bill payment is not simple or user friendly. Mistakenly paid the wrong amount twice and incurred large interest charges, more than the cash back I received. Would not recommend unless the user interface is improved. ",1
68,standard-chartered-unlimited-cashback-credit-card,Cashback," '1.5% rebate without any other conditions make it one of the easiest card to use. Though for bigger purchases, i will consider alternative cards.   [Cashback Card] ",4
69,standard-chartered-unlimited-cashback-credit-card,Cashback," 'Convenient & hassle free cashback card, cash back is credited back to bill every month and no need for additional redemptions.",5
70,standard-chartered-unlimited-cashback-credit-card,Cashback," 'Nice credit card that provides monthly cashback. No longer need to track my spending quarterly. Best of all, annual membership fee easily waived.",4
71,standard-chartered-unlimited-cashback-credit-card,Cashback, 'One of the credit card that offers highest cash back with attractive promotions and annual charges are waived easily.,5
72,standard-chartered-unlimited-cashback-credit-card,Cashback, '[Cashback Card] This is a perfect cashback card for almost everything including utilities and transport!,5
73,standard-chartered-unlimited-cashback-credit-card,Cashback," 'Fuss-free, no minimum spend, no spending criteria - perfect for big purchases as well. The first time I applied for this card I was rejected, but applied for it again recently and it was super quick - online application and was sent the card within 2-3 working days!",5
74,standard-chartered-unlimited-cashback-credit-card,Cashback," 'Very bad customer service, not recommended. Will recommend other credit cards instead of using this one. ",1
75,standard-chartered-unlimited-cashback-credit-card,Cashback," '[Cashback Card] Customer Service & Fee Waiver process is very-very lousy for this SC Cashback Card . The only reason this card is popular because of 1.5% cashback with no minimum purchase required. Also, they have many promotions all year around for instant cashback for purchases.   Overall good card & handsome cashback even for small purchases.  ",3
76,standard-chartered-unlimited-cashback-credit-card,Cashback, 'Really unlimited rebates on most transactions Great for huge spending such as wedding or house moving ,5
77,standard-chartered-unlimited-cashback-credit-card,Cashback," 'What more can you ask? 1.5% cashback on everything!  Friend of Amex true cashback card (the same actually besides the first 3 month 3% reward). Make sure you enjoy the sign up bonus.  I would recommend pairing this with other credit card like DBS Live Fresh/UOB Yolo/Maybank Family & Friends etc. if you have to optimise your cashback (3%~8%)  Otherwise, lovely for the lazy people.",4
78,standard-chartered-unlimited-cashback-credit-card,Cashback," ""[Cashback Card] Honestly, 1.5% is really nothing. Out of $1,000 spent you get $15 back; but with no minimum spend and category limits, it's probably one of the cards you will use if you just want a no-frills cashback card.  If you are forced to pay the annual fee, I think AMEX True Cashback card is a better deal due to fewer exclusions from the cashbacks."", 'Just got this card recently since I switched my main card to DBS Live Fresh from DBS Visa Debit while using this card as additional card. The sign up process was very fast, took me less than 2 weeks from sign up to receiving the card.  Would recommend anyone who is looking for a fuss-free cashback without minimum spend / special conditions",2
79,standard-chartered-unlimited-cashback-credit-card,Cashback," ""Application process is smooth and you can get the card quickly within the week. It's a good overall card to charge all kinds of expenses to get the 1.5% cashback without any minimum spend. It's linked to the Unlimited$aver bank account, which does not give you a higher interest rate on your savings, but increases the cashback rate to 3% or 5% on card spending depending on your balance in the bank account. Best used in combination with other cashback credit cards linked to high interest bank accounts such as UOB One and OCBC 365/360."", 'Nice 1.5% cashback on everything without annoying qualification hoops.  However, at best equal to HSBC Advance credit card which gives 1.5% with no requirements and can be much worse (for spend more than $2k, the HSBC offering increases to 2.5% and with Advance banking relationship gives up to 3.5% - so more than 2x better)  The only caveat is HSBC is limited (spend up to circa S$3k per month) - so for really big ticket it",4
80,standard-chartered-unlimited-cashback-credit-card,Cashback," 'Very high cash promotions for new to bank sign ups. 1.5% unlimited cashback with no minimum spend, good for low spenders who don’t have to fulfil different category spendings. Hassle free!",2
81,standard-chartered-unlimited-cashback-credit-card,Cashback," 'Generally decent cash back, but mostly worth it if you spend in larger amounts ($700 & above). The credit billing cycle is also rather confusing to locate in-app as well.   But, I’ll still use it for occasional bigger ticket items.  ",3
82,standard-chartered-unlimited-cashback-credit-card,Cashback," ""Easy to use, no frills cash back card with no minimum spend. However, Standard Chartered's billing cycle is shorter than other major banks. "", 'One of the highest Cashback card with no minimum spend. Riding on MasterCard makes the product better than it’s competitor awarding the same 1.5%.",4
83,standard-chartered-unlimited-cashback-credit-card,Cashback, 'Great card with 1.5% cashback on all spending with no cap and minimum spending. Deserves a space in my wallet.,5
84,standard-chartered-unlimited-cashback-credit-card,Cashback, 'Loving th 1.5% cashback on any spending. The cashback will benefit us in terms of off setting the amount spent,5
85,standard-chartered-unlimited-cashback-credit-card,Cashback," 'Okay, so 1.5% doesn’t sound impressive. But most cashback cards require that you fulfil their minimum spending requirements before they’ll grudgingly hand over the rebates, and even so, there’s a limit to how much you can receive. ",3
86,standard-chartered-unlimited-cashback-credit-card,Cashback, 'The unlimited cash back feature helped me earned a lot of cashback which in turn allowed me to purchase more stuff.,5
87,standard-chartered-unlimited-cashback-credit-card,Cashback, 'Love the 1.5% cashback from this card! Very attractive. Signed up during IT show and was given attractive gifts ,5
88,standard-chartered-unlimited-cashback-credit-card,Cashback," 'Love this card, I’ve been using it as my main credit card as it gives 1.5% cash back in all spending. ",5
89,standard-chartered-unlimited-cashback-credit-card,Cashback," 'not sure if the promo is still on, but great sign up bonus (250$ total cash). would recommend just for that! ",4
90,standard-chartered-unlimited-cashback-credit-card,Cashback, 'Great card with no minimum spend required! Easy to waive the annual fees too. Lots of partner merchant promo too.,5
91,standard-chartered-unlimited-cashback-credit-card,Cashback," 'A card with no minimum spending - great for people who doesn’t like to keep track on spending! 1.5% is better than nothing. Go for it, if u dislike administrative matters",5
92,standard-chartered-unlimited-cashback-credit-card,Cashback, 'Best cashback card in the market for now with no minimum spendings and no cap. Great for both online and offline shopping. ,5
93,standard-chartered-unlimited-cashback-credit-card,Cashback, 'Simple to use. Low 1.5% for all expenses. There are better credit cards out there but no cap on cashback so it is good for big expenses.  ,3
94,standard-chartered-unlimited-cashback-credit-card,Cashback, 'Love my standard chartered credit card. Awesome value. Easy to use. And great promotions and redemptions. ,5
95,standard-chartered-unlimited-cashback-credit-card,Cashback," 'One of the most straight forward credit card out there for 1.5% cashback and huge lump sum amount (i.e. no need to track minimum spending) beside Amex true cashback. However, mastercard is more widely accepted at restaurants. ",4
96,standard-chartered-unlimited-cashback-credit-card,Cashback, 'The cashback is quite good and it do not have a amount to entitle the cash back so every dollar is spent there is a small percent of cashback is what we consumer alway looking for,4
97,standard-chartered-unlimited-cashback-credit-card,Cashback, 'Been using this card for a while now. The 1.5 % cash back with no min. Spend is amazing as compared to many other cards ,5
98,standard-chartered-unlimited-cashback-credit-card,Cashback," ""Fuss free credit card which offers 1.5% cashback with no minimum spend. It's good for people like me who doesn't like to be forced to spend. "", 'Pros:   1) Copy Cat of Amex True Cashback card at 1.5% cash back with no limit and no min spend,  so apply this for Big Hospital Bills / Wedding / Travel to States / Europe etc etc.   No other benefits do I find. ",4
99,standard-chartered-unlimited-cashback-credit-card,Cashback," 'No frills or no conditions attached to SCB Cashback card on 1.5% cashback, and prefer this over miles accumulation as it is a direct cash discount off every month. Used it to charge ad-hoc high-amount purchases such as air tickets, medical expenses, school fees etc.",5
100,standard-chartered-unlimited-cashback-credit-card,Cashback," ""I use this mainly as a back up card when some large, one-off, spendings dont fall under any popular categories- e.g. purchasing a 1-year gym membership, large sum deposit. I like that there's no minimum spending nor cashback cap!"", 'Best cashback w no tied conditions at all. Been receiving my 1.5% since I signed up last year. Good initiative since MasterCard is accepted almost everywhere",5
101,standard-chartered-unlimited-cashback-credit-card,Cashback, 'super fuss free and takes the pressure out of you to chase for miles/min spend/remembering what categories have what cash back or reward.. ,5
102,standard-chartered-unlimited-cashback-credit-card,Cashback," 'Fuss free and no t&cs, best for those who want a convenient way to max out their cashback instead of chasing minimum spends or miles",4
103,standard-chartered-unlimited-cashback-credit-card,Cashback," 'Best card out in the market. Including $100 cashback for new customers!! Without any minimum spend. Also, 20% on grab rides!!!!",5
104,standard-chartered-unlimited-cashback-credit-card,Cashback, 'One of the better cashback cards that I can use daily without any extra terms and conditions. I wished that they can increase the cashback percentage for long term though,4
105,standard-chartered-unlimited-cashback-credit-card,Cashback," 'Easy to use, and good for a secondary card. No frills and works for almost anything - I use it to purchase Facebook ads on my side gig, since costs vary from month-to-month.",4
106,standard-chartered-unlimited-cashback-credit-card,Cashback," 'Appliged for this card under the recommendation of my colleague as there is no minimum spending required each month. It suits me as I do not have any particular category that I spend on every month, so a ""general"" credit card would be more effective for me. The cashback is really not a lot but at least you will get something back from your spendings. ",4
107,standard-chartered-unlimited-cashback-credit-card,Cashback," 'Fuss free, I no longer need to calculate to hit the monthly minimum spending to get the rebates. 1.5% rebate is lower than other CC, but it gives you a peace of mind and I value that. If you accumulate the 1.5% rebate over a year, you can see it actually saves you a few meals. ",5
108,standard-chartered-unlimited-cashback-credit-card,Cashback, 'This is one of the cards I’m regularly using as I’m pleased with the cashback. The $138 cashback for first time cardholder was very generous and gave me much good vibes about this card too :),5
109,standard-chartered-unlimited-cashback-credit-card,Cashback," ""Free 2 year membership and a 1.5% cash back, And there’s no minimum spending to qualify. And the promotion of $138 cashback last time was good to use. A good card to use overall. Would recommend for those that don't spend much. "", 'I love and hands all up for Standard Chartered Unlimited cos it allows me to earn my 1.5% cashback on all spendings without any minimum spending . It’s just the CARD that I can’t live and love without !! ",5
110,standard-chartered-unlimited-cashback-credit-card,Cashback," 'Fuss free, do not have many restrictions on transactions to qualify for cashback.  Pro 1) no min spend  2) no cap on cash back   Con 1) Low cashback rate ",3
111,standard-chartered-unlimited-cashback-credit-card,Cashback," 'It is one of the great card to own it as the rebate system makes me spend even more.   As i spend more for shopping onlines in terms of locally and overseas, the rebates allows me to earned more at the same time.",5
112,standard-chartered-unlimited-cashback-credit-card,Cashback, 'Good secondary card to use once you hit your cashback cap. Not recommended as a first card due to the low  cashback percentage. ,3
113,standard-chartered-unlimited-cashback-credit-card,Cashback," 'Card to bring around as ezlink rebate and final choice for general spend. It is really fuss free and relieve all the stress of what card to use when you got no other promo.   To me, this is equivalent to cimb saving account.",5
114,standard-chartered-unlimited-cashback-credit-card,Cashback," ""I've been using this card for almost a year now, on top of the 1.5% cashback, there are monthly cashback for your uber (now GRAB) rides. Can get up to S$50 cash back from your uber (now GRAB) rides a month! Not bad if the promo continues.   Other than that, the 1.5% flat cashback is easy to use for lazy folks like me who doesnt like to categorize expenses to the individual cards - downside, 1.5% is a bit low. "", 'I used to use credit cards that had many requirements which I always struggle to meet such as min $500 spending. In fact, certain months I missed out by a few dollars and ended up getting little cash back. To add on, the bank may not recognise the transactions on the last few days of the month.  Credit cards should be fuss-free, and make purchasing simple and easy.   ",4
115,standard-chartered-unlimited-cashback-credit-card,Cashback," 'Especially great for purchases that don’t meet the requirements of other cash back cards. Example, education course fees. Courses run in the thousands of dollars. Getting 1.5% cash back on them is a good deal. And there’s no minimum spending to qualify.  But if you’re comparing for dining or online shopping , travel... 1.5% cash back is low compared to other cards. Just use it wisely! ",5
116,standard-chartered-unlimited-cashback-credit-card,Cashback, 'There are two face to the coin here   Pro  1) no min spend  2) no cap on cash back  3) no need to track spending  4) SCB has promos during periods that make spending on the card worth while. Example Xma,2
117,standard-chartered-unlimited-cashback-credit-card,Cashback," ""One of the poorest cards in the market together with the Amex true cashback card. 1.5% cashback on all spending is mediocre at best. Please don't put ALL your spending on this card, even if this is 'fuss-free",1
