,credit_card_name,card_type,reviews,sentiment
145,dbs-altitude-visa-signature-card,Air Miles," ""Even though this doesn't have the best mpd, using this cause my miles do not expire. I have a multiplier account and using this to double dip with Grabpay. Great card overall. "", ""Really love DBS as a bank! Always responsive and customer service is great :) Altitude is good as miles don't expire and 2 mpd is decent for overseas spending "", 'I have been using this card for more than 1 year and so far the experience is pretty good. I managed to waive off the annual fee through phone banking and the process is a breeze. The good part about this card is that the points never expired and can be used to redeem vouchers or offset the transactions via DBS lifestyle app. And, it provides complimentary Priority Pass membership which gives 2 free lounge visits within a year.",4
146,dbs-altitude-visa-signature-card,Air Miles, 'I applied online and DBS was fast enough to approve and within 3 working days I received the card in my mailbox. Excellent and fast processing. It’s a Great card with miles points to earn ,5
147,dbs-altitude-visa-signature-card,Air Miles," ""My favourite go-to credit card for everyday purchases because it makes earning miles very straight forward and is one of the cards with some of the best miles earning rate. I use this card for almost everything from my online subscriptions to bills, Grab rides, online shopping  to even paying for my bus and mrt rides now.  Definitely would love it even more if there are more regular promotions and perks every now and then since I use this card for basically almost everything, but hey nobody's complaining w"", 'Try out the card because that the miles do not expire and fee waiver service was a lot better user experience ",5
148,dbs-altitude-visa-signature-card,Air Miles," 'This is my daily driver miles card for the past few years. The best thing is the miles do not expire as they are stored as DBS points in DBS system (unlike other cards like AMEX Krisflyer). However, you have to pay a small admin fee whenever you want to convert to miles. 1.2 mile per dollar is quite standard. The better deals are 2 miles for overseas spending and 3 miles and above for certain online websites. Also, fee waiver is not too difficult.",4
149,dbs-altitude-visa-signature-card,Air Miles," '[Miles Card] Great to earn miles and redeem with SQ! Overseas usage is not great, as the exchange rate is quite high, but EXCELLENT to use in Singapore",4
150,dbs-altitude-visa-signature-card,Air Miles, '[Miles Card] good for overseas use to earn miles. not great on miles for local spend - great rewards to exchange miles for otherwise,3
151,dbs-altitude-visa-signature-card,Air Miles," ""A good credit card for young working adults, as one is able to rack up DBS points (that won't expire) with high expenditures incurred with the card, to either convert them to KrisFlyer miles (SIA plane tickets) or offset expenses via the DBS Lifestyle app! Also, the speed of approval is fast, and fee waivers are alright too. "", 'Been using this card for a year, and I managed to request for the wee waiver easily within a click. The approval was pretty fast and they deducted the fee from my transaction instantly. Using the card has been breezy for me, every spend I make gives me DBS points which helps me to either offset my purchases or I could also turn it into miles. Bill payment can also be made directly via digibank which is a plus point for someone who’s always busy! What I love most about DBS is that it has endless deals on its DBS Lifestyle app, so no matter what credit or debit card you use, you’ll always get to redeem all kinds of offers and promos on that app. ",4
152,dbs-altitude-visa-signature-card,Air Miles," '[Miles Card] Beginner-friendly miles card to kick start your journey into collecting miles.  Currently using it for a year now, mainly for transport and Grab Pay/fave Pay - Miles earned do not expire - Basic 1.2 miles for every S$1 spent  (Local spend) - 2 miles for every S$1 spent (Oversea spend in foreign currency) - 3 miles for every S$1 spent on online affiliated flight & hotels (capped at S$5000) ",4
153,dbs-altitude-visa-signature-card,Air Miles," 'DBS Altitude is a must have card for travelers. It offers multiple benefits such as miles multiplier per dollar spent, travel accident insurance coverage when full travel fare is charged to the card and the card.  The miles multiplier allow you to earn up to 4 miles per dollar spent for Singapore Airlines booking from DBS Travel MarketPlace, and 3 miles per dollar spent for online flight & hotel transactions. On top of it transactions in your travel destinations will earn you 2 miles per dollar spent. With this card, avid travelers will be able to collect enough miles to grab some go",5
154,dbs-altitude-visa-signature-card,Air Miles," ""1.2 on general spending, 4 or more on travel purchases such as hotel for selected sites like Kaligo.  Best of all, your points don't expire!  Great for lazy people who don't want to go through the hassle of optimising their spending to get 4 miles per dollar (trust me, it can be overwhelming). "", 'Great card for mileage! Points never expire! 10,000 mileage points credited upon renewal which is worth it!  [Miles Card] ",5
155,dbs-altitude-visa-signature-card,Air Miles," 'Decent miles card, earning you 1.2/2.4/3 (or even 4) on local/overseas/online travel-related transactions.  The points issuance based on $5 blocks may mean certain losses, however for a miles-earning card, not much other complaints",3
156,dbs-altitude-visa-signature-card,Air Miles," ""A decent miles card.  I like that it does not limit your miles earn rate by rounding it to every $5 like how UOB does.  Also, recent promotions like the 4mpd for transport spend has brought a nice refresh to the card's promotions albeit the only real promotion that has impacted in the past few years that I've been using this card. Better lounge access compared to Citi Miles Card. Otherwise a decent 1.2mpd card for all the general spend."", '[Promotions and Perks] Priority Pass is a nice touch, considering that they have recently increased the fees.  [Miles Card] Not the best overseas spend card due to poor exchange/transaction fees (at least for where I go) and one of the few miles cards with quite a bit of exclusions (other than UOB).",3
157,dbs-altitude-visa-signature-card,Air Miles," ""Used to be my baseline card since have DBS bank accounts and got credit card to take advantage of occasional promos.  A solid basic performer on miles since but since I got Citibank premiermiles, I don't use much anymore (prefer latter as backup card since they award miles per dollar rather than odd rounding that DBS uses).  Still keep for the bonus miles for online travel (flights/hotels) but minimal otherwise."", '[Fee Waivers] Just call in and have fee waivers!!   [Miles per Spend] Miles per spend also quite high =)",3
158,dbs-altitude-visa-signature-card,Air Miles," 'Recently applied DBS Altitude Visa Card after utilising the sign up bonus for Altitude AMEX card.  Existing client who spend $6,000 within 3 months get 5,000 bonus miles. What do i use it for? 1. Paying 2 months rent via renthero that earns 1.2mpd (even though this is not the best mile card for local spending, but considering the bonus mile, I am actually getting close to 2mpd (base: 1.2 + bonus: 0.83) ",4
159,dbs-altitude-visa-signature-card,Air Miles, 'One of the highest miles per dollar card. Use it together with the multiplier account to get higher interest,5
160,dbs-altitude-visa-signature-card,Air Miles, 'A useful general spend card and one of my go-to card when booking air tickets and hotels to earn extra miles. ,4
161,dbs-altitude-visa-signature-card,Air Miles," 'Just got it recently also for the promotional sign up bonus :)  Up to 38,000 miles for a signup.  But honestly, the realistic miles for sign up is between 27k miles.  How to get the 38,000 miles: ",4
162,dbs-altitude-visa-signature-card,Air Miles," 'DBS Altitude Visa Cardholders, Watch out !!  S$1=4miles on DBS Market place has monthly cap of $5000.  The DBS site does not mention it while it mentions monthly cap for S$1=3 miles on online flight & hotel transactions.  IT does not mention it in the Terms and conditions in the section.  I found out through the DBS help center.  Very misleading on the website........ I asked them to correct it by adding the monthly cap in the section a few weeks ago, but it has not been done.  Be aware. ",1
163,dbs-altitude-visa-signature-card,Air Miles," ""Miles that don't expire, up to 6 miles per dollar on Expedia, definitely a must have card for any rookie miles chaser. The complimentary lounge excess is an icing on the cake. You can choose to waive annual fees or pay it for 10,000 miles. Definitely not a bad deal especially if you are looking to redeem for business class and above. Miles are awarded in dbs points and you can use them to offset your transactions or redeem for other rewards if you have orphan miles. "", ""In the realm of miles card for credit cards, DBS altitude visa is not a very good option. For general spending, the UOB privi miles and Citibank cards are of a better option. and for overseas expenditure, again the UOB Privi Miles and citibank cards for (Airmiles) triumph over it. Even within DBS, DBS Women's card offer a better airmiles for spending ratio for travel expenditure such as online booking of Air flights and Hotel.  Only positive of this card is that miles do not expire"", 'Given the low entry level for this card, I would give it 5 stars. Use it for all airplane tickets and hotel bookings online to maximise the miles earn. DBS points earned also do not expire so slowly but surely (for frugal spenders) u would be able to earn and redeem that dream destination using just miles! And some tax payments, and some 25 dollars DBS charges for points conversion to krisflyer miles..",4
164,dbs-altitude-visa-signature-card,Air Miles," ""1.2mpd is not bad but my dbs points won't expire. 2 free lounge visits are awesome esp for transiting flights! "", 'good for air ticket and hotels purchase with 3 miles per dollar. My go to card for travel bookings. Recommended!",4
165,dbs-altitude-visa-signature-card,Air Miles," ""One of the must have credit card if you are accumulating miles (Hotel/Flights booking = 3 miles per dollar).  Points that will never expire, use it when hotel/flights booking will exceed $2,000. Otherwise, use DBS Woman's World Card for 4 miles per dollar. "", 'Good miles card for travelling especially booking hotels and flights 3 times the 1.2 miles per dollar. It also has good promotions with Expedia from time to time. If you pay the $192 annual fee you can enjoy 5000 miles, which is worth it. Good card I use when topping up petrol as well as it gives 14% off at Esso.",5
166,dbs-altitude-visa-signature-card,Air Miles," 'A decent card with 1.2 miles per local dollar spent. Good for young working adults and those who want to have their first miles card. And on top of that, it comes with 2 complimentary lounge access per year. ",4
167,dbs-altitude-visa-signature-card,Air Miles," 'Good entry level miles card for people who travel often or are chasing miles. You get 3mpd for online travel and hotel spend, and 2 priority passes a year to use at airport lounges around the world. If you are chasing miles, you can pay the annual fees of $192 for 10,000 krisflyer miles (which would be worth it if you are aiming for business or first class tickets, but not so if you are not into the miles game). However any other local spend is 1.2mpd, and it would be better to combine this card with another card for dining or shopping.",4
168,dbs-altitude-visa-signature-card,Air Miles," ""I replaced DBS Live Fresh Card with this as I wanted a reward card and this gives a pretty decent miles for possible categories that i will spend in. While I do agree that its counterpart- DBS Women's World Card is better in gaining miles, I am not an avid online shopper and I can never match the income eligibility - it requires S$80,000 and above per annum (OAO). The next option will be DBS Women's Card but it gives less miles for booking of airline and hotel tickets. 2miles per $1 compared to DBS Altitude's 3miles per $1.  "", ""You get complimentary global airport lounge access. This is a benefit you don't even get from many more exclusive travel cards. As a cardholder you enjoy 2 complimentary visits to over 700 airport VIP lounges worldwide within each 12-month period of Priority Pass™ Membership, regardless of the airline or the class you fly! You can get a bit Hao Lian with this privilege, because it isn't something everyone can easily get!"", 'Not a bad general spend card. 1.2mpd/2mpd. Can be combined with DBS multiplier, $192 for 10k miles annually if you opt to.  Comes with 2 lounge visits yearly.",4
169,dbs-altitude-visa-signature-card,Air Miles, 'A good general spending card   Pros  1) no expiry to points  2) bonus points on certain spending like Kalingo 3) when coupled with the DBS multiplier account provides for a good all use general card   ,4
170,dbs-altitude-visa-signature-card,Air Miles," 'Out of all the miles card, this one is most suitable for me, a low spender who will not be able to accumulate fast enough miles. There is no expiry of the points/miles.  Pros: Suitable for those who goes on trips twice a year or more. More miles are given for travel related expenses.  ",4
171,dbs-altitude-visa-signature-card,Air Miles," 'A must have card for those playing the miles game. For those who have an account with POSB/DBS, getting the card is a breeze with iBanking.  Pros: Suitable for those starting out in the game and income not exceeding 50K per annum. Paying annual fee allows you to earn 10K miles 3mpd when paying for air fares and hotel booking ']",5
431,dbs-womans-world-card,Air Miles,['An excellent card. One you should definitely have if you plan to chase miles. Excellent customer service. I call them up once in a while to go through miles accumulated per transaction!,5
432,dbs-womans-world-card,Air Miles," 'A must have card for all online purchases, up to $2K (for 4X miles) and everyone (including men) can apply for it too!",5
433,dbs-womans-world-card,Air Miles, 'My go-to card for all online purchases for max miles per dollar (MPD) but must ensure not to exceed $2K per cal month.,4
434,dbs-womans-world-card,Air Miles," '[Others] Notwithstanding the card name, anyone can apply for the card whether you are a guy or lady.   [Fee Waivers] Like many DBS card, the fee waiver is quite easy to get as long you use the card.   [Miles Card] ",4
435,dbs-womans-world-card,Air Miles, '[Useful For...] Useful for online shopping on shopee/lazada/qoo10 (you name it) at a 4mpd rate   [Miles Card] Downside is that the points expire in a year as compared to other cards e.g altitude   Best to pair tgt with altitude card (for offline /general expense) ,4
436,dbs-womans-world-card,Air Miles," 'Easy 4MPD without any hoops to go through. Just make sure it is online transactions. And yes, men can apply it too. Do not be turned off by the $80K salary requirement, if you have a DBS/POSB relationship with $30K annual salary, you should get approval pretty easily.",4
437,dbs-womans-world-card,Air Miles," 'Just apply recently, and got approved by 2nd day. Basically is my main card for online shopping now as it earn 4 MPD for almost everything including grab, taxi app, foodpanda.  Do take note insurance, utilites , hospital cannot earn point.",2
438,dbs-womans-world-card,Air Miles," '[Useful For...] - Online spenders who spends above $210 per month ~ $2,500 annually (to meet the redemption of 5,000 DBS points within a year before they expire) - Online spenders who spends within monthly limit of $2,000 - Almost everyone whose income is greater than $30,000 (although stated income requirement is $80,000) - Essentially everyone who spends online ",3
439,dbs-womans-world-card,Air Miles," ""Have used DBS Woman's World Card for 1 year+, and so far the fastest card to earn miles! It's 4 miles per dollar for all online spending, and with generous cap of $2,000 per month too. Since I spend mostly online, this card has definitely served its purpose for me!  There is also an automatic waiver for annual fee if you spend certain amount in the past year.  I also use this card with DBS Lifestyle app to maximize my rewards, usually 8% rewards (either "", 'My Go to card for online spend. 4mpd for online purchases with cap of 2k per month.   Advise everyone to get this if they can!   Updated review. Been using this card for over a year and still find it one of the best miles card for online spend. Also coupled with the many promotions on the Dbs lifestyle app, this card is the perfect complement to get miles plus cash back. ",5
440,dbs-womans-world-card,Air Miles," 'Great card for online spend! But there are 2 downsides to this card - miles expire after 1 year - rounding of points to nearest $5 for 1x base points (but this is widely seen in other cc as well)  However with that said, this is still a great card and the customer support is great!",4
441,dbs-womans-world-card,Air Miles," '[Fee Waivers] - Never had any issues with Fee Waivers   [Miles Card] - One of my most favourite miles cards (4 miles per $1) capped at $2,000 per month for anything Online related ",5
442,dbs-womans-world-card,Air Miles," 'Application is fast, miles are not difficult to check. Too bad the point expire very quickly so please keep track of expiry of miles!!",3
443,dbs-womans-world-card,Air Miles," ""I really like the DBS world women's card as it gives me 4x the number of points for online purchases, with majority of my big purchases being online, this works wonders for me. Plus, DBS has excellent customer service out of all the banks I've been with in Singapore. Kudos DBS team! P.S. love your chatbot btw :)"", ""[Customer Service] As an existing DBS iBanking user, I applied for the DBS Woman's World Card (WWMC) through iBanking. Both males and females may apply for the card, and I was approved with over 50k income. Approval arrived within the day, and the card arrived within the week.  [Miles Card] Most people would use the WWMC as a miles card as it offers 10x points per $5 spent on onlin"", ""There are 2 types of DBS Woman's Card - Blue & Gold. Go for the Gold (World)! I have heard that the 80k per annum requirement is not strictly enforced, and guys can apply too! My review will be based on DBS Woman's World Card (Gold).  What I love is, the card is great for both Miles & Cashback. Spending is rewarded with DBS Points, which can be later redeemed for either Miles or Rewards on the DBS Lifestyle app.   "", 'Encountered many times where online transactions were not awarded bonus points.  Bonus points not awarded for well-known online merchants like Lazada, FoodPanda and iTunes.  E-receipts need to be provided to prove that transaction was online in order to get the points.  Painful process.",1
444,dbs-womans-world-card,Air Miles, 'This is my primary card for online spending. 4MPD. Btw. Guy can apply for this card too. Just login to DBS Online banking portal and apply. Instant approval. Fees waiver is easy. Just DIY thru DBS online banking. No need to call.,5
445,dbs-womans-world-card,Air Miles," '[Miles Card]  [Customer Service] Very powerfull card for miles collector, 4mpd for almost all online transaction up to 2000$/month. This card also get easy annual fee waived. Must have card",5
446,dbs-womans-world-card,Air Miles," ""I have 4 DBS credit card and DBS woman's card is the longest card i ever hold for DBS. This is because of the high cap amount per month. I used this only for online purchase. Besides, there are usually additional discount or promo code with many online websites for DBS credit card. It is a great card to have."", 'Great card for online purchases, 4 miles per dollar, which even men can apply. Up to 2k per month without minimum spending.",5
447,dbs-womans-world-card,Air Miles," ""It's a great miles card! Earn 4mpd on online purchases cap at 2k a month! Call them to set your billing cycle to calender month so it's easier to keep track of the 2k spend too! The DBS points can also be pooled together from other DBS cards like DBS altitude so less chance of orphan miles lying around. Although it says Min 80k salary per annum, however if you already have a current DBS credit card, just apply through ibanking and they will give it to you :) "", 'I recently added this card to my collection for the high earn rate and the constant in app/ online purchase that I do monthly.   Pros  1) 10X DBS Points (or 20 miles) per S$5 spent on online purchases 3X DBS Points (or 6 miles) per S$5 spent on overseas purchases  ",5
448,dbs-womans-world-card,Air Miles, 'One of the must have credit card if you are accumulating miles (Online spending = 4 miles per dollar).  The most annoying is the bonus points are not awarded in the same statement/transaction. They first give you basic points x1 DBS points while the remaining x9 points are awarded on the 15th of the next month for transactions on the previous month which makes tracking a chore! Not sure why there is a need to do that...,2
449,dbs-womans-world-card,Air Miles," 'Pros: 10x/4mpd for online spending. (Grab, Fave, and pretty much everything online) Useful to combo it with DBS Multiplier credit card spend for more % DBS Points pool  Cons: 10x/4mpd cap at $2k per calendar month, anything more that $2k will award 1x/0.4mpd ']",4
450,citi-rewards-credit-card,Air Miles,['[Miles Card] This is one of the most useful miles card for any miles chaser. Depending on one usage preference. I find this to be one of the most useful mile card. Strongly recommend for any one going for the miles game.  Take note of the expiry of the points. go for the Citi PremierMiles Visa Card if one look for no expiry.  [Fee Waivers] ,5
451,citi-rewards-credit-card,Air Miles," '[Promotions and Perks] Lazada, Qoo10 and Shopee platforms have regular vouchers with Citibank cardholders. I love using vouchers to reduce my online shopping costs.   [Customer Service] There was once a fraudulent transaction on my CITI Rewards Credit Card. After knowing about it, I called Citibank and the bank immediately cancel my card and send me a new replacement card. I got the new card in less than 3 working days. Great service from Citibank.",5
452,citi-rewards-credit-card,Air Miles," ""Pros: 4mpd for all online spending (except grabpay top-ups), points are rewarded fairly quickly, card design is sleek.  Cons: Biggest con was that they refused to give me the sign-up bonus of 30k ThankYou points because apparently I signed up via MoneySmart so my account was tagged to the MoneySmart promo ($200 cash) and I wasn't allowed to make use of any other promos (probably my fault for not scrutinising the T&Cs, but it was a huge disappointment). Also, the $1k cap on 4mpd is pretty limiting especially when purchasing big ticket items."", '[Useful For...] Online payments. 4 MPD for all online shopping. Really fuss free card. Points are credit together unlike some other banks with basic and bonus points. Makes tracking a WHOLE lot easier.  Cons: 1k cap per statement month",4
453,citi-rewards-credit-card,Air Miles," '[Useful For...] Shopping online and at department stores if you are interested in getting vouchers. Not a good card to do exchange for miles as you find the exchange rate much worse. I ended up using it to exchange for Cold Storage vouchers, or offset my dining bills.",3
454,citi-rewards-credit-card,Air Miles," ""Been using for years which tie up with many merchants. Benefits didn't reduce which is good over the years."", '[Promotions and Perks] Applied for this card as singsaver at that time was offering $200 cash via paynow as a sign up bonus. Even before I got approved for this card, I was shown my credit limit if I were to be approved, which is kinda nice I guess. There is an ongoing sign up bonus of $350 cashback or 30k points with conditions when you apply directly from Citibank.  [Miles Card] ",2
455,citi-rewards-credit-card,Air Miles, 'Good rate of cashback rewards without any hassel; attractive promotion for new application. Friendly customer services.,4
456,citi-rewards-credit-card,Air Miles," 'Ever since they add online shopping into the qualifying transaction for 4 mpd, this has been my go-to card!!! Also damn easy to waive annual fee as long as I spend enough in previous year.",5
457,citi-rewards-credit-card,Air Miles," 'My preferred credit card! There were lots of discounts /rebates relating to Citibank credit card. The customer service officer are approachable, and its easy to have the waiver of the annual fees. Highly recommended!",5
458,citi-rewards-credit-card,Air Miles," ""It is a great card for your online and offline purchases. Rewards redemption is quick and easy. With Citi's excellent digital platform, this is the card for everyone"", 'Their 10% cash back on a few key estbalishements (e.g.: Starbucks) had been removed and technically made this card not feasible. Will be thinking to cancel this card in the near future although their customer service is reasonable.",4
459,citi-rewards-credit-card,Air Miles, '[Fee Waivers] Called for waiver was simple and fast.   [Promotions and Perks] Spending online will give more points   [Customer Service] Call up to update about latest promotion,2
460,citi-rewards-credit-card,Air Miles," ""All in all, an extremely flexible card that's fantastic for shopping both online and offline!   [Miles Card] 3 best areas IMO would be-  Rides: 4mpd for Gojek, Grab and this includes Grabpay top-ups which is quite rare nowadays!   "", '[Others] Used the rewards card for quite a while as the rewards were not bad. Used the rewards point only for departmental store vouchers of $50 as they are worth the most. ",4
461,citi-rewards-credit-card,Air Miles," 'besides the local big 3, citibank got to be the worst customer service i encountered. i got different answers from different officers for same question. even personally go down to branch also no use. the branch officer promised to follow up but there was no updates for some time. now only waiting for card to expire.",1
462,citi-rewards-credit-card,Air Miles," 'This is the best miles card for shopping. I am very satisfied with CITIbank reward points breakdown, so far there is no error spotted.  I will continue using this card for shopping and grab ride. ",5
