,ques_1,ques_2,ques_3,ques_4,ques_5,ques_6,ques_7,ques_8,ques_9,ques_10,ques_11,card,return
48,Miles,Yes,69000,public_transport,399,799,giant,599,799,399,turkish_miles_and_smiles,citi_rewards_miles,1053.76
49,Miles,Yes,59000,shell,999,599,giant,0,0,399,krisflyer,uob_prvi_miles,5591.599999999999
50,Miles,No,89000,esso,599,799,giant,999,899,799,big_loyalty,dbs_altitude_visa,14742.0
51,Miles,Yes,59000,shell,799,100,cold_storage,899,899,599,asia_miles,uob_prvi_miles,9228.8
52,Miles,Yes,89000,esso,999,599,sheng_shiong,100,599,399,krisflyer,uob_prvi_miles,7548.799999999999
53,Miles,No,69000,caltex,999,399,ntuc,100,999,899,asia_miles,uob_prvi_miles,9508.8
54,Miles,No,69000,spc,399,0,ntuc,0,799,799,big_loyalty,dbs_altitude_visa,7189.199999999999
55,Miles,No,59000,spc,899,899,redmart,399,899,0,krisflyer,uob_prvi_miles,8668.8
56,Miles,No,69000,caltex,599,599,redmart,899,799,399,asia_miles,uob_prvi_miles,9226.0
57,Miles,No,69000,spc,399,899,giant,0,799,999,krisflyer,uob_prvi_miles,8668.8
58,Miles,Yes,39000,shell,899,999,redmart,999,100,999,big_loyalty,dbs_altitude_visa,14385.599999999999
59,Miles,Yes,39000,shell,599,0,sheng_shiong,100,399,999,turkish_miles_and_smiles,citi_rewards_miles,1774.08
60,Miles,Yes,79000,esso,399,899,cold_storage,399,899,999,turkish_miles_and_smiles,citi_rewards_miles,2013.76
61,Miles,Yes,39000,caltex,799,0,redmart,0,599,899,turkish_miles_and_smiles,citi_rewards_miles,1662.08
62,Miles,No,59000,public_transport,399,599,redmart,899,999,399,british_airways_executive_club,citi_rewards_miles,2396.32
63,Miles,Yes,79000,caltex,799,399,ntuc,399,399,100,british_airways_executive_club,citi_rewards_miles,479.36000000000007
64,Miles,No,89000,caltex,799,0,ntuc,999,999,0,krisflyer,uob_prvi_miles,7831.599999999999
65,Miles,No,89000,spc,399,999,redmart,100,799,399,asia_miles,uob_prvi_miles,7548.799999999999
66,Miles,No,59000,public_transport,100,899,cold_storage,999,799,399,turkish_miles_and_smiles,citi_rewards_miles,1085.92
67,Miles,No,69000,shell,399,999,redmart,399,100,599,etihad_guest,citi_rewards_miles,1836.48
68,Miles,No,69000,public_transport,100,899,cold_storage,399,999,799,frequent_flyer,dbs_altitude_visa,7670.4
69,Miles,Yes,79000,caltex,599,599,redmart,899,0,999,asia_miles,uob_prvi_miles,8668.8
70,Miles,Yes,49000,shell,599,0,giant,0,0,0,big_loyalty,dbs_altitude_visa,2156.3999999999996
71,Miles,Yes,49000,spc,799,999,giant,0,899,799,british_airways_executive_club,citi_rewards_miles,1709.92
72,Miles,Yes,39000,caltex,399,799,redmart,899,100,899,asia_miles,uob_prvi_miles,8668.8
73,Miles,No,69000,shell,399,599,giant,0,799,799,krisflyer,uob_prvi_miles,7268.799999999999
74,Miles,No,49000,caltex,399,0,cold_storage,599,0,0,turkish_miles_and_smiles,citi_rewards_miles,159.68000000000004
75,Miles,No,79000,shell,999,0,sheng_shiong,799,399,599,etihad_guest,citi_rewards_miles,1309.92
76,Miles,Yes,59000,esso,599,399,sheng_shiong,100,799,799,etihad_guest,citi_rewards_miles,1581.92
77,Miles,Yes,89000,caltex,799,399,redmart,799,100,0,british_airways_executive_club,citi_rewards_miles,1486.08
78,Miles,No,69000,caltex,799,999,ntuc,399,799,100,krisflyer,uob_prvi_miles,8668.8
79,Miles,No,69000,caltex,399,899,sheng_shiong,799,599,399,big_loyalty,dbs_altitude_visa,11142.0
80,Miles,No,89000,esso,399,999,ntuc,799,0,399,big_loyalty,dbs_altitude_visa,9345.599999999999
81,Miles,No,69000,spc,999,599,cold_storage,399,799,399,british_airways_executive_club,citi_rewards_miles,1085.76
82,Miles,Yes,89000,shell,399,100,ntuc,599,599,999,frequent_flyer,dbs_womans_world_miles,9349.6
83,Miles,No,89000,public_transport,100,399,ntuc,599,799,999,turkish_miles_and_smiles,citi_rewards_miles,1901.92
84,Miles,Yes,89000,public_transport,0,0,redmart,399,899,0,krisflyer,dbs_womans_world_miles,3911.2
85,Miles,No,59000,shell,799,100,giant,899,0,899,asia_miles,uob_prvi_miles,7551.599999999999
86,Miles,Yes,49000,public_transport,100,999,ntuc,399,799,999,british_airways_executive_club,citi_rewards_miles,1965.92
87,Miles,Yes,59000,shell,899,899,ntuc,599,899,599,etihad_guest,citi_rewards_miles,1485.7600000000002
88,Miles,No,49000,public_transport,100,399,ntuc,799,899,599,british_airways_executive_club,citi_rewards_miles,1309.92
89,Miles,No,79000,esso,599,899,sheng_shiong,399,100,799,asia_miles,uob_prvi_miles,7828.799999999999
90,Miles,No,49000,public_transport,399,399,sheng_shiong,100,100,999,etihad_guest,citi_rewards_miles,1758.08
91,Miles,No,49000,spc,999,799,ntuc,0,100,999,frequent_flyer,dbs_altitude_visa,6952.799999999999
92,Miles,Yes,49000,spc,599,999,sheng_shiong,899,999,899,british_airways_executive_club,citi_rewards_miles,1997.76
93,Miles,Yes,69000,esso,999,399,redmart,599,399,0,frequent_flyer,dbs_altitude_visa,5750.4
94,Miles,Yes,79000,shell,399,0,cold_storage,399,799,100,etihad_guest,citi_rewards_miles,415.5200000000001
95,Miles,No,79000,caltex,999,399,redmart,799,799,799,frequent_flyer,dbs_altitude_visa,9108.0
96,Miles,Yes,49000,shell,399,0,cold_storage,599,100,0,big_loyalty,dbs_altitude_visa,3952.7999999999997
97,Miles,No,69000,spc,399,599,ntuc,0,0,599,british_airways_executive_club,citi_rewards_miles,1118.08
98,Miles,Yes,49000,shell,399,100,giant,999,599,599,turkish_miles_and_smiles,citi_rewards_miles,1293.92
99,Miles,Yes,39000,public_transport,399,0,sheng_shiong,799,100,0,asia_miles,uob_prvi_miles,3634.3999999999996
100,Miles,Yes,39000,caltex,399,799,redmart,100,399,899,turkish_miles_and_smiles,citi_rewards_miles,1853.92
101,Miles,No,89000,esso,399,799,redmart,399,399,599,etihad_guest,citi_rewards_miles,1852.3199999999997
102,Miles,No,49000,caltex,599,999,cold_storage,799,399,899,frequent_flyer,dbs_altitude_visa,8868.0
103,Miles,No,69000,spc,899,899,giant,0,399,399,frequent_flyer,dbs_altitude_visa,6230.4
104,Miles,No,49000,shell,999,899,cold_storage,100,899,0,big_loyalty,dbs_altitude_visa,10429.199999999999
105,Miles,No,89000,spc,899,899,sheng_shiong,799,999,599,krisflyer,uob_prvi_miles,11746.0
106,Miles,Yes,69000,esso,899,399,ntuc,399,999,999,krisflyer,uob_prvi_miles,10346.0
107,Miles,Yes,39000,spc,599,100,redmart,899,899,999,british_airways_executive_club,citi_rewards_miles,3292.4800000000005
108,Miles,Yes,69000,public_transport,399,999,sheng_shiong,799,0,100,etihad_guest,citi_rewards_miles,511.5200000000001
109,Miles,Yes,79000,spc,899,999,sheng_shiong,100,999,100,asia_miles,uob_prvi_miles,8671.599999999999
110,Miles,Yes,59000,public_transport,100,100,redmart,100,0,799,frequent_flyer,dbs_altitude_visa,2637.6
111,Miles,No,89000,caltex,799,100,giant,399,100,399,asia_miles,uob_prvi_miles,5031.599999999999
112,Miles,Yes,39000,esso,899,799,giant,0,100,0,turkish_miles_and_smiles,citi_rewards_miles,287.68
113,Miles,No,59000,esso,399,0,cold_storage,999,599,100,frequent_flyer,dbs_altitude_visa,5032.799999999999
114,Miles,No,89000,esso,899,899,sheng_shiong,999,999,599,turkish_miles_and_smiles,citi_rewards_miles,1565.7600000000002
115,Miles,No,69000,caltex,799,599,giant,799,399,399,frequent_flyer,dbs_altitude_visa,7188.0
116,Miles,Yes,69000,caltex,599,399,redmart,399,599,399,big_loyalty,dbs_altitude_visa,8622.0
117,Miles,No,69000,spc,999,999,sheng_shiong,100,999,0,british_airways_executive_club,citi_rewards_miles,495.5200000000001
118,Miles,No,69000,public_transport,399,999,sheng_shiong,0,799,100,british_airways_executive_club,citi_rewards_miles,511.5200000000001
119,Miles,Yes,39000,caltex,999,599,cold_storage,399,899,399,british_airways_executive_club,citi_rewards_miles,1101.76
120,Miles,No,89000,spc,899,399,ntuc,799,799,799,etihad_guest,citi_rewards_miles,1741.76
121,Miles,Yes,89000,spc,999,0,sheng_shiong,0,899,999,etihad_guest,citi_rewards_miles,1902.08
122,Miles,Yes,49000,public_transport,399,799,redmart,899,799,399,asia_miles,uob_prvi_miles,9226.0
123,Miles,Yes,49000,shell,599,999,cold_storage,0,999,399,etihad_guest,citi_rewards_miles,1053.92
124,Miles,Yes,59000,spc,899,899,giant,899,899,0,big_loyalty,dbs_altitude_visa,12945.599999999999
125,Miles,Yes,39000,caltex,999,0,giant,599,599,0,turkish_miles_and_smiles,citi_rewards_miles,351.52000000000004
126,Miles,Yes,79000,spc,599,599,cold_storage,799,0,599,etihad_guest,citi_rewards_miles,1277.92
127,Miles,No,69000,public_transport,399,100,ntuc,999,100,799,asia_miles,uob_prvi_miles,6711.599999999999
128,Miles,No,79000,shell,999,100,cold_storage,899,599,999,big_loyalty,dbs_altitude_visa,12945.599999999999
129,Miles,Yes,49000,caltex,799,599,ntuc,399,599,899,big_loyalty,dbs_altitude_visa,11862.0
130,Miles,No,69000,caltex,999,399,cold_storage,0,599,100,big_loyalty,dbs_altitude_visa,7549.199999999999
131,Miles,No,69000,caltex,799,599,ntuc,999,100,0,etihad_guest,citi_rewards_miles,399.52000000000004
132,Miles,Yes,49000,public_transport,0,0,sheng_shiong,0,999,0,asia_miles,uob_prvi_miles,2797.2
133,Miles,No,59000,caltex,799,399,ntuc,100,399,0,big_loyalty,dbs_altitude_visa,6109.2
134,Miles,No,79000,shell,999,399,cold_storage,399,999,999,krisflyer,uob_prvi_miles,10626.0
135,Miles,Yes,59000,esso,999,899,cold_storage,100,0,599,big_loyalty,dbs_altitude_visa,9349.199999999999
136,Miles,Yes,89000,caltex,599,799,giant,799,999,899,turkish_miles_and_smiles,citi_rewards_miles,1949.76
137,Miles,No,89000,spc,599,0,ntuc,799,899,100,frequent_flyer,dbs_altitude_visa,5752.799999999999
138,Miles,Yes,89000,caltex,799,0,giant,799,399,0,asia_miles,uob_prvi_miles,5591.599999999999
139,Miles,No,89000,caltex,999,899,cold_storage,999,599,100,krisflyer,uob_prvi_miles,10068.8
140,Miles,No,59000,public_transport,100,599,ntuc,399,399,0,krisflyer,uob_prvi_miles,4191.599999999999
141,Miles,Yes,69000,public_transport,0,100,cold_storage,0,599,0,etihad_guest,citi_rewards_miles,111.84000000000002
142,Miles,Yes,39000,esso,999,899,cold_storage,599,799,899,etihad_guest,citi_rewards_miles,1965.76
143,Miles,Yes,89000,caltex,399,899,redmart,100,0,799,krisflyer,dbs_womans_world_miles,8230.4
144,Miles,Yes,69000,shell,999,100,ntuc,0,799,399,etihad_guest,citi_rewards_miles,942.0799999999999
145,Miles,No,69000,shell,999,0,sheng_shiong,0,399,899,turkish_miles_and_smiles,citi_rewards_miles,1662.08
146,Miles,Yes,89000,spc,399,399,redmart,799,599,599,big_loyalty,dbs_womans_world_miles,18452.399999999998
147,Miles,Yes,39000,spc,899,0,giant,999,999,799,asia_miles,uob_prvi_miles,10348.8
148,Miles,Yes,49000,spc,799,799,redmart,399,799,799,frequent_flyer,dbs_altitude_visa,8628.0
149,Miles,No,89000,shell,399,899,sheng_shiong,0,399,799,big_loyalty,dbs_womans_world_miles,11624.400000000001
150,Miles,Yes,49000,caltex,799,100,giant,799,799,599,krisflyer,uob_prvi_miles,8668.8
151,Miles,Yes,89000,esso,999,799,giant,599,899,399,etihad_guest,citi_rewards_miles,1165.76
152,Miles,No,79000,caltex,999,899,sheng_shiong,899,100,599,big_loyalty,dbs_altitude_visa,12585.599999999999
153,Miles,No,49000,caltex,999,899,cold_storage,999,799,100,frequent_flyer,dbs_altitude_visa,9110.4
154,Miles,Yes,39000,shell,899,399,ntuc,599,799,100,asia_miles,uob_prvi_miles,7828.799999999999
155,Miles,Yes,79000,esso,799,399,cold_storage,799,399,999,frequent_flyer,dbs_altitude_visa,8148.0
156,Miles,No,79000,spc,399,599,sheng_shiong,100,399,0,krisflyer,uob_prvi_miles,4191.599999999999
157,Miles,Yes,59000,esso,899,899,giant,0,100,100,british_airways_executive_club,citi_rewards_miles,463.68000000000006
158,Miles,No,59000,caltex,999,0,redmart,100,899,899,big_loyalty,dbs_altitude_visa,10429.199999999999
159,Miles,Yes,49000,spc,799,399,cold_storage,399,0,999,big_loyalty,dbs_altitude_visa,9345.599999999999
160,Miles,No,89000,caltex,799,799,redmart,0,999,399,frequent_flyer,dbs_altitude_visa,7190.4
161,Miles,Yes,39000,public_transport,0,0,ntuc,399,899,599,turkish_miles_and_smiles,citi_rewards_miles,1166.08
162,Miles,Yes,49000,caltex,999,599,redmart,0,999,799,etihad_guest,citi_rewards_miles,1693.92
163,Miles,No,59000,shell,599,0,sheng_shiong,0,0,0,british_airways_executive_club,citi_rewards_miles,95.84000000000002
164,Miles,Yes,69000,caltex,799,599,giant,999,799,399,asia_miles,uob_prvi_miles,10066.0
165,Miles,Yes,69000,caltex,899,399,redmart,399,399,0,turkish_miles_and_smiles,citi_rewards_miles,909.92
166,Miles,No,79000,public_transport,100,599,redmart,399,399,399,krisflyer,uob_prvi_miles,5308.799999999999
167,Miles,Yes,59000,esso,999,399,giant,999,599,100,british_airways_executive_club,citi_rewards_miles,639.3600000000001
168,Miles,No,79000,esso,999,799,cold_storage,599,0,0,british_airways_executive_club,citi_rewards_miles,383.52000000000004
169,Miles,Yes,69000,caltex,599,0,redmart,799,899,999,turkish_miles_and_smiles,citi_rewards_miles,3116.48
170,Miles,Yes,39000,spc,599,0,cold_storage,0,399,599,frequent_flyer,dbs_altitude_visa,3832.7999999999997
171,Miles,Yes,79000,caltex,999,999,sheng_shiong,899,999,799,krisflyer,uob_prvi_miles,13146.0
172,Miles,Yes,69000,caltex,999,799,redmart,100,999,0,krisflyer,uob_prvi_miles,8111.599999999999
173,Miles,No,69000,spc,999,799,sheng_shiong,0,100,999,british_airways_executive_club,citi_rewards_miles,1902.08
174,Miles,No,89000,shell,799,799,giant,899,999,799,turkish_miles_and_smiles,citi_rewards_miles,1837.76
175,Miles,Yes,49000,spc,999,399,redmart,999,899,599,asia_miles,uob_prvi_miles,10906.0
176,Miles,No,69000,caltex,599,899,sheng_shiong,999,100,999,asia_miles,uob_prvi_miles,10068.8
177,Miles,Yes,49000,caltex,799,100,giant,999,399,599,asia_miles,uob_prvi_miles,8108.799999999999
178,Miles,No,59000,shell,799,599,giant,0,999,999,krisflyer,uob_prvi_miles,9508.8
179,Miles,No,89000,caltex,399,999,cold_storage,999,100,899,turkish_miles_and_smiles,citi_rewards_miles,1837.92
180,Miles,Yes,59000,spc,799,899,sheng_shiong,599,799,999,british_airways_executive_club,citi_rewards_miles,2093.7599999999998
181,Miles,No,59000,shell,599,899,redmart,0,799,399,big_loyalty,dbs_altitude_visa,9705.599999999999
182,Miles,Yes,79000,shell,599,100,redmart,899,899,100,etihad_guest,citi_rewards_miles,1854.08
183,Miles,No,79000,public_transport,0,399,cold_storage,100,999,899,frequent_flyer,dbs_altitude_visa,5752.799999999999
184,Miles,Yes,49000,public_transport,100,399,cold_storage,0,599,100,frequent_flyer,dbs_altitude_visa,2875.2
185,Miles,No,79000,esso,899,100,ntuc,899,0,599,turkish_miles_and_smiles,citi_rewards_miles,1262.08
186,Miles,Yes,89000,spc,599,0,giant,999,599,999,turkish_miles_and_smiles,citi_rewards_miles,1949.92
187,Miles,Yes,89000,spc,599,100,ntuc,999,0,599,krisflyer,uob_prvi_miles,6431.599999999999
188,Miles,No,69000,esso,399,799,sheng_shiong,100,899,399,etihad_guest,citi_rewards_miles,989.9200000000001
189,Miles,Yes,89000,spc,899,599,ntuc,599,899,599,british_airways_executive_club,citi_rewards_miles,1437.7600000000002
190,Miles,Yes,49000,esso,999,599,redmart,0,100,899,frequent_flyer,dbs_altitude_visa,6232.799999999999
191,Miles,No,89000,public_transport,100,799,ntuc,100,899,999,asia_miles,dbs_womans_world_miles,9510.4
192,Miles,Yes,89000,esso,599,0,giant,799,599,100,frequent_flyer,dbs_altitude_visa,5032.799999999999
193,Miles,Yes,79000,shell,399,799,cold_storage,799,0,399,turkish_miles_and_smiles,citi_rewards_miles,957.9200000000001
194,Miles,Yes,79000,spc,799,599,cold_storage,100,399,100,frequent_flyer,dbs_altitude_visa,4792.799999999999
195,Miles,Yes,39000,spc,599,599,sheng_shiong,100,899,0,big_loyalty,dbs_altitude_visa,7909.199999999999
196,Miles,Yes,49000,spc,899,799,sheng_shiong,799,100,899,turkish_miles_and_smiles,citi_rewards_miles,1853.92
197,Miles,No,59000,public_transport,0,999,redmart,0,100,799,krisflyer,uob_prvi_miles,5314.4
198,Miles,Yes,89000,shell,399,0,redmart,0,999,899,krisflyer,dbs_womans_world_miles,8310.4
199,Miles,Yes,39000,spc,599,999,giant,999,799,599,krisflyer,uob_prvi_miles,11186.0
200,Miles,No,89000,caltex,399,0,cold_storage,100,399,899,frequent_flyer,dbs_womans_world_miles,7910.4
201,Miles,Yes,39000,public_transport,0,599,ntuc,0,0,100,krisflyer,uob_prvi_miles,1957.1999999999998
202,Miles,No,79000,shell,799,599,sheng_shiong,0,899,399,british_airways_executive_club,citi_rewards_miles,1005.9200000000001
203,Miles,No,69000,shell,599,399,giant,0,899,899,big_loyalty,dbs_altitude_visa,10065.599999999999
204,Miles,Yes,59000,public_transport,100,799,sheng_shiong,100,100,599,frequent_flyer,dbs_altitude_visa,4075.2
205,Miles,No,79000,caltex,899,100,redmart,999,399,599,big_loyalty,dbs_altitude_visa,10785.599999999999
206,Miles,No,79000,shell,899,399,sheng_shiong,0,0,0,turkish_miles_and_smiles,citi_rewards_miles,207.68000000000004
207,Miles,No,79000,caltex,899,100,cold_storage,799,899,599,turkish_miles_and_smiles,citi_rewards_miles,1389.92
208,Miles,No,69000,shell,799,899,redmart,899,100,0,etihad_guest,citi_rewards_miles,1726.08
209,Miles,No,59000,shell,599,999,cold_storage,599,999,399,krisflyer,uob_prvi_miles,10066.0
210,Miles,Yes,79000,caltex,799,100,cold_storage,399,799,799,frequent_flyer,dbs_altitude_visa,6950.4
211,Miles,No,49000,caltex,399,799,ntuc,0,999,999,asia_miles,uob_prvi_miles,8948.8
212,Miles,No,89000,public_transport,399,999,redmart,999,599,599,etihad_guest,citi_rewards_miles,2876.32
213,Miles,Yes,39000,public_transport,0,0,giant,599,100,999,turkish_miles_and_smiles,citi_rewards_miles,1710.2400000000002
214,Miles,Yes,69000,esso,399,799,sheng_shiong,999,999,899,turkish_miles_and_smiles,citi_rewards_miles,1949.76
215,Miles,Yes,79000,esso,399,799,sheng_shiong,0,799,999,turkish_miles_and_smiles,citi_rewards_miles,1917.92
216,Miles,No,49000,shell,599,799,sheng_shiong,399,399,100,asia_miles,uob_prvi_miles,6428.799999999999
217,Miles,No,69000,shell,399,399,giant,399,799,999,british_airways_executive_club,citi_rewards_miles,1917.76
218,Miles,Yes,69000,esso,899,599,sheng_shiong,399,599,599,big_loyalty,dbs_altitude_visa,11142.0
219,Miles,No,89000,esso,399,899,giant,999,100,0,turkish_miles_and_smiles,citi_rewards_miles,383.52000000000004
220,Miles,No,69000,public_transport,399,999,sheng_shiong,799,599,0,asia_miles,uob_prvi_miles,7828.799999999999
221,Miles,No,49000,shell,999,0,cold_storage,399,899,899,krisflyer,uob_prvi_miles,8948.8
222,Miles,Yes,69000,spc,899,999,giant,999,599,999,turkish_miles_and_smiles,citi_rewards_miles,2157.7599999999998
223,Miles,Yes,49000,spc,799,899,sheng_shiong,799,899,599,frequent_flyer,dbs_altitude_visa,9588.0
224,Miles,No,69000,spc,999,0,cold_storage,899,0,799,british_airways_executive_club,citi_rewards_miles,1582.08
225,Miles,Yes,79000,esso,899,599,giant,0,799,0,asia_miles,uob_prvi_miles,6431.599999999999
226,Miles,Yes,49000,public_transport,0,100,redmart,599,599,899,asia_miles,uob_prvi_miles,6151.599999999999
227,Miles,No,69000,caltex,599,399,sheng_shiong,599,399,0,turkish_miles_and_smiles,citi_rewards_miles,319.36000000000007
228,Miles,No,79000,caltex,799,100,sheng_shiong,599,899,100,big_loyalty,dbs_altitude_visa,8989.199999999999
229,Miles,No,59000,caltex,999,399,redmart,399,899,100,krisflyer,uob_prvi_miles,7828.799999999999
230,Miles,Yes,69000,esso,899,0,ntuc,799,399,599,frequent_flyer,dbs_altitude_visa,6470.4
231,Miles,Yes,39000,spc,399,999,cold_storage,999,599,399,asia_miles,uob_prvi_miles,9506.0
232,Miles,Yes,89000,shell,999,899,redmart,0,100,0,asia_miles,uob_prvi_miles,5594.4
233,Miles,Yes,89000,shell,799,100,giant,599,599,899,krisflyer,dbs_womans_world_miles,8869.6
234,Miles,No,59000,shell,899,999,sheng_shiong,999,599,0,big_loyalty,dbs_altitude_visa,12585.599999999999
235,Miles,No,69000,esso,599,399,ntuc,100,399,599,etihad_guest,citi_rewards_miles,1197.92
236,Miles,Yes,49000,caltex,999,399,giant,599,999,899,krisflyer,uob_prvi_miles,10906.0
237,Miles,Yes,59000,shell,599,599,cold_storage,799,100,399,asia_miles,uob_prvi_miles,6988.799999999999
238,Miles,No,59000,public_transport,0,0,sheng_shiong,599,899,799,big_loyalty,dbs_altitude_visa,8269.199999999999
239,Miles,Yes,49000,caltex,999,0,cold_storage,799,599,899,frequent_flyer,dbs_altitude_visa,7910.4
240,Miles,No,69000,caltex,999,399,ntuc,799,899,100,big_loyalty,dbs_altitude_visa,11505.599999999999
241,Miles,No,69000,spc,399,100,redmart,799,100,399,british_airways_executive_club,citi_rewards_miles,2012.6400000000003
242,Miles,No,89000,caltex,999,899,redmart,599,999,799,british_airways_executive_club,citi_rewards_miles,2700.3199999999997
243,Miles,No,49000,public_transport,0,899,ntuc,100,799,100,british_airways_executive_club,citi_rewards_miles,447.68000000000006
244,Miles,No,79000,esso,399,0,sheng_shiong,799,799,399,turkish_miles_and_smiles,citi_rewards_miles,957.9200000000001
245,Miles,Yes,49000,public_transport,0,599,ntuc,399,0,799,etihad_guest,citi_rewards_miles,1438.08
246,Miles,No,89000,caltex,999,599,cold_storage,599,100,899,frequent_flyer,dbs_womans_world_miles,9029.6
